リーダー：【冥府の禁皇】,0,0,06644c47204314511b036e0e683cdbf0ece5ca904b69de7612309fc47223a25e,75ee790b3cf017dd0fb883630f12fece01545f6d653889f92992d743ce0bf90e,,,QTE-L005,
ミニオン：【カース・ボーン】,1,0,6c16f4c8b481e8a964a8cbd0dbf4f189ccc27a7752196df261f5766e2e00281e,75ee790b3cf017dd0fb883630f12fece01545f6d653889f92992d743ce0bf90e,2,1,QTE-0076,
ミニオン：【生贄を求める邪鬼】,3,0,13a15f87a36bae0bad624066aba6a1b05c557f8e3fcbb7918b8a235cc70d2f70,75ee790b3cf017dd0fb883630f12fece01545f6d653889f92992d743ce0bf90e,3,3,QTE-0088,
ミニオン：【裏切りの魔女】,3,0,597954ae8131f198a3755d9463c86851e481e5f42cfc9163720fbccaf8cc2160,75ee790b3cf017dd0fb883630f12fece01545f6d653889f92992d743ce0bf90e,2,3,QTE-0078,
ミニオン：【不滅のネクロマンサー】,3,0,f441f7fcafc35b65f77dd2a84efe2afccf0e185146f4f56123840a5f32a9340b,75ee790b3cf017dd0fb883630f12fece01545f6d653889f92992d743ce0bf90e,5,2,QTE-0072,コスト台帳4→CSV3(CSVが正)
ミニオン：【ボーン・コレクター】,4,0,7befc62431f39accb73e6edb11771e8faa5190b242adf4ea827a23a356ee5eed,75ee790b3cf017dd0fb883630f12fece01545f6d653889f92992d743ce0bf90e,4,2,QTE-0074,
ミニオン：【這い寄る生霊】,5,0,c620f1ab1cf1fcef11e3fea9c3ff2a133449c9fe234f44598d0ab91611d79c96,75ee790b3cf017dd0fb883630f12fece01545f6d653889f92992d743ce0bf90e,1,1,QTE-0085,
ミニオン：【冥界神 ハデス】,8,0,6427bb55bf80a3bc2bd94ce1996d09cb4888a0f67c0747da63177324eaba622a,75ee790b3cf017dd0fb883630f12fece01545f6d653889f92992d743ce0bf90e,7,7,QTE-0077,台帳名「冥界神ハデス」(表記ゆれ)
スペル：【絶望の連鎖】,2,0,cf99967cfd18ae5fbfff0156e881781401872fac858792289a962f9e24b49b10,75ee790b3cf017dd0fb883630f12fece01545f6d653889f92992d743ce0bf90e,,,QTE-0081,
スペル：【禁忌の代償】,2,0,737c48ffc27e6183676d8ca0931156238562d1c0190b2a60dd060df9a2eaa137,75ee790b3cf017dd0fb883630f12fece01545f6d653889f92992d743ce0bf90e,,,QTE-0075,
スペル：【マナを貪る怨霊】,2,0,8f31c09513946e72646e0ef7aa940282b58818faa6910d3147171c940a0e5996,75ee790b3cf017dd0fb883630f12fece01545f6d653889f92992d743ce0bf90e,,,QTE-0006,
スペル：【死者蘇生】,6,0,bcf3a794c3a616d83f8c2399d674cdb60693e5a575eea713dbc8d27420681b1b,75ee790b3cf017dd0fb883630f12fece01545f6d653889f92992d743ce0bf90e,,,QTE-0080,
ウェポン：【死神の大鎌】,2,0,3606334739d00074bdd343bc4c980c7abd9ec8dd0528c79c142e846ca5f431a3,75ee790b3cf017dd0fb883630f12fece01545f6d653889f92992d743ce0bf90e,0,,QTE-0086,
ウェポン：【禁忌の冥魔剣】,5,0,a597f76fc19735290a77e4853feb2a2ece1309c6b47c5b06bc25bca5ad321654,75ee790b3cf017dd0fb883630f12fece01545f6d653889f92992d743ce0bf90e,0,,QTE-0073,
リーダー：【黄泉の召喚主】,0,0,34aaf4c400551bdb66305c720630fbee6686a31655983b2983638d9b9ce03fbe,75ee790b3cf017dd0fb883630f12fece01545f6d653889f92992d743ce0bf90e,,,QTE-L006,
ミニオン：【ゾンストライカー】,1,0,a6d1c848b456698cbc8efcc2a9fdff515dcf0264bbe44fa13450fd04de9eb875,75ee790b3cf017dd0fb883630f12fece01545f6d653889f92992d743ce0bf90e,1,1,QTE-0012,
ミニオン：【腐敗の投擲者】,2,0,a3165fd9d8561039e9e01f476c42d2cdf36765964788882303cb43d7765ff7b8,75ee790b3cf017dd0fb883630f12fece01545f6d653889f92992d743ce0bf90e,2,1,QTE-0019,
ミニオン：【封印されし禁忌魔人】,2,0,721d407fcafdfa45dcd63a24e25f1248efc2c4745bd8700a04b728704ce7d104,75ee790b3cf017dd0fb883630f12fece01545f6d653889f92992d743ce0bf90e,5,5,QTE-0083,
ミニオン：【死の知識人】,3,0,42b0de4045f46b2250039283445f257d9884c0bf9cfb03e2b9c306dc1a64c110,75ee790b3cf017dd0fb883630f12fece01545f6d653889f92992d743ce0bf90e,0,3,QTE-0087,
ミニオン：【執念の暗殺者】,4,0,e7e2178d2be7ce1d607200fdd273f92d2ba50c3432550d4a04a5d731198a7511,75ee790b3cf017dd0fb883630f12fece01545f6d653889f92992d743ce0bf90e,3,3,QTE-0005,
ミニオン：【群がる死霊王】,6,0,70be9149d4100aac8c6ec3c33c640b2bf588b9e4c90420ae393fbfeaf83e4991,75ee790b3cf017dd0fb883630f12fece01545f6d653889f92992d743ce0bf90e,7,3,QTE-0082,
ミニオン：【墓場の怨念集合体】,7,0,61c4ff2b0ff403b0c115b67c849c09376d36b9b0ba060692601ed37a79644d3e,75ee790b3cf017dd0fb883630f12fece01545f6d653889f92992d743ce0bf90e,0,5,QTE-0071,
ミニオン：【獄門の裁定者】,9,0,3c6b01470b7b23a9117f3f0b4d75e51bc71a972b429dc8e227c6a5ff82942e50,75ee790b3cf017dd0fb883630f12fece01545f6d653889f92992d743ce0bf90e,5,7,QTE-0079,★種別をスペル→ミニオンに修正(発注者回答)
スペル：【墓穴の呪い】,3,0,5c0a70fd48586c292000a54a04c48c81c825f021b1aaa75d1304b327e27cd2ec,75ee790b3cf017dd0fb883630f12fece01545f6d653889f92992d743ce0bf90e,,,QTE-0068,
スペル：【禁忌の墓地利用】,3,0,c332b3b3c0aa0cd795317e36745de6e74ce492ab7ed1e312db622dca80b14106,75ee790b3cf017dd0fb883630f12fece01545f6d653889f92992d743ce0bf90e,,,QTE-0084,
スペル：【冥府への道】,4,0,3b4c50d737abbcca6fac6dc24affdf25784c44b5183ce8af265c6986d7007d9c,75ee790b3cf017dd0fb883630f12fece01545f6d653889f92992d743ce0bf90e,,,QTE-0069,
スペル：【悪夢】,13,0,3cf53c87d4f3ca3123273894025997163d40ab8b2376af41f6d47aacc8e21f4c,75ee790b3cf017dd0fb883630f12fece01545f6d653889f92992d743ce0bf90e,,,QTE-0070,
ウェポン：【死霊の収鎌】,2,0,28b2557b2a9868809fe27f13dc677c220143f0bccb987f7f4abfbc3896ffb846,75ee790b3cf017dd0fb883630f12fece01545f6d653889f92992d743ce0bf90e,1,,QTE-0089,
リーダー：【演舞の墓守】,0,0,12a9dbe160e18ae5515d67b6a397c3e804574e07c727f829e6b840185992cc2c,75ee790b3cf017dd0fb883630f12fece01545f6d653889f92992d743ce0bf90e,,,,新カード(台帳に無し)
進化ミニオン：【リボーンライヴ・ノア】,8,0,ff41934ab7743b9555a6bc0b805010a2d9404005439b031b4f623025e43f8422,75ee790b3cf017dd0fb883630f12fece01545f6d653889f92992d743ce0bf90e,5,5,,新カード(台帳に無し)
進化ミニオン：【サモナーポップ・エンラ】,5,0,59c151813d9ccd8c666299af6d6c301e3964a67f8055fc6fc221533a739e04f8,75ee790b3cf017dd0fb883630f12fece01545f6d653889f92992d743ce0bf90e,2,4,,新カード(台帳に無し)
進化ミニオン：【サービスブレイク・メリィナ】,6,0,7d3d3be8c68419fea8f0da8b020279d001dadb8ef3df37bfd26e748e774ab386,75ee790b3cf017dd0fb883630f12fece01545f6d653889f92992d743ce0bf90e,2,6,,新カード(台帳に無し)
ミニオン：【デビルズマイク】,1,0,9f9cb90ffa119b0c29ed30c2912d742f4b37a2e592ce04d3839dd8ad478257e4,75ee790b3cf017dd0fb883630f12fece01545f6d653889f92992d743ce0bf90e,1,1,,新カード(台帳に無し)
ミニオン：【サモンズライト】,2,0,5f3706f8c7001ec423b2cd2bcfdfee248f3e6b7fdd7da1b0bc88c885392067c6,75ee790b3cf017dd0fb883630f12fece01545f6d653889f92992d743ce0bf90e,1,2,,新カード(台帳に無し)
ミニオン：【カムバックキーパー】,3,0,7785c3db73dde1ad95011de8e6df28f598300894b2de5c08dad172594e9cd4d7,75ee790b3cf017dd0fb883630f12fece01545f6d653889f92992d743ce0bf90e,1,4,,新カード(台帳に無し)
ミニオン：【ダークネオンステージ】,5,0,026d71942b518a51da11013d3c5352be241d30563c4e9dd3a0c3746ff1b87f96,75ee790b3cf017dd0fb883630f12fece01545f6d653889f92992d743ce0bf90e,1,4,,新カード(台帳に無し)
ミニオン：【グレイヴガールズファン】,5,0,7fe98824e39e6a275b30110c6bef7c46cd484889a504122a9416117d07c86194,75ee790b3cf017dd0fb883630f12fece01545f6d653889f92992d743ce0bf90e,2,4,,新カード(台帳に無し)
ミニオン：【スタンディングテント】,6,0,c9eafef3c41fceb5ab3c3f6141f4ef27547ac9777d324dc1a98e6daa1beda72f,75ee790b3cf017dd0fb883630f12fece01545f6d653889f92992d743ce0bf90e,1,6,,新カード(台帳に無し)
ミニオン：【1stL「NEMれぬ夜のドリーミー」】,7,0,a45117dc6524ae19972d44bbf746bc7deff82f073ffc9f65c1ea454392562712,75ee790b3cf017dd0fb883630f12fece01545f6d653889f92992d743ce0bf90e,0,5,,新カード(台帳に無し)
