リーダー：【大地の巨頭】,0,0,c6f825857b544636f979662d204478a184e59b7a93b61d53c1c0fc76996a9bb8,75ee790b3cf017dd0fb883630f12fece01545f6d653889f92992d743ce0bf90e,,,QTE-L011,
ミニオン：【ゴーレム・ウォール】,3,0,3820a47f80bf2ca50dbb8cfbbd74ebfb199cfee53bfd362696eb3809328d8dd9,75ee790b3cf017dd0fb883630f12fece01545f6d653889f92992d743ce0bf90e,1,5,QTE-0154,
ミニオン：【大地の精霊 グラン】,4,0,6bd1ec8e0e79ce39edcbb4e8874287df94c5710aa52f99d274ed9977d6396c10,75ee790b3cf017dd0fb883630f12fece01545f6d653889f92992d743ce0bf90e,3,3,QTE-0137,台帳名「大地の精霊グラン」(表記ゆれ) / コスト台帳5→CSV4(CSVが正)
ミニオン：【アースクエイク・ジャイアント】,6,0,281eb131298928705ec4397d567dfe91b392fdcb4cfa032d6038be49f65344bf,75ee790b3cf017dd0fb883630f12fece01545f6d653889f92992d743ce0bf90e,6,3,QTE-0153,台帳名「アースクエイクジャイアント」(表記ゆれ)
ミニオン：【不動の岩石竜】,7,0,a4754bb87cbf44503f6ad5c6ef3f81973c0b689f22583a1d100cad6510d9b447,75ee790b3cf017dd0fb883630f12fece01545f6d653889f92992d743ce0bf90e,6,8,QTE-0141,
ミニオン：【タイタン・ウォリアー】,8,0,d4d698633c49abc0d9107ce63a0e689e67fcd004a56f9b4c1cb0e95e02cca929,75ee790b3cf017dd0fb883630f12fece01545f6d653889f92992d743ce0bf90e,8,8,QTE-0140,
ミニオン：【百獣の王 ベヒーモス】,7,0,25df59aac944e6ab4fac7fe90e6a292ff880ebb1840a56abeec6f5ddb3bab0af,75ee790b3cf017dd0fb883630f12fece01545f6d653889f92992d743ce0bf90e,7,7,QTE-0147,台帳名「百獣の王ベヒーモス」(表記ゆれ) / コスト台帳9→CSV7(CSVが正)
ミニオン：【創世神 ガイア】,9,0,db6457e1704b5f56bc16448b078548d2ab22ccfff5bfb51461dd69b4cb9fd92b,75ee790b3cf017dd0fb883630f12fece01545f6d653889f92992d743ce0bf90e,6,7,QTE-0138,台帳名「創世神ガイア」(表記ゆれ)
スペル：【大地の恵み】,3,0,38a04c7c057ce2b1bb59c27cd0cce9eab4a49db50c93e026fa059869ffc2f67d,75ee790b3cf017dd0fb883630f12fece01545f6d653889f92992d743ce0bf90e,,,QTE-0158,
スペル：【落石の罠】,3,0,76571f598d0d6603d7044e84ea5b71783bb851cff8b31e006f76b70e3742854f,75ee790b3cf017dd0fb883630f12fece01545f6d653889f92992d743ce0bf90e,,,QTE-0139,
スペル：【大地震】,4,0,cf64f7f1cd77b849a6bc03f5d7cda04641e6181b92cd832fd57b2744260b2ce3,75ee790b3cf017dd0fb883630f12fece01545f6d653889f92992d743ce0bf90e,,,QTE-0148,
スペル：【豊穣の祈り】,5,0,11e519c9aa9eb7eff983366135fb7869abeb29aece5f43981bdd9440ea07b78e,75ee790b3cf017dd0fb883630f12fece01545f6d653889f92992d743ce0bf90e,,,QTE-0157,
ウェポン：【大地の守護盾】,2,0,569e873a4d982dc37bc7fa107cba99ce2008b209fa7890e3a21a051815dbc481,75ee790b3cf017dd0fb883630f12fece01545f6d653889f92992d743ce0bf90e,0,,QTE-0146,
ウェポン：【ガイア・ハンマー】,4,0,7e6320987095bd12a5600ff5129150768e2efb988dfa3468784b1970e78801bc,75ee790b3cf017dd0fb883630f12fece01545f6d653889f92992d743ce0bf90e,4,,QTE-0142,
リーダー：【豊穣の地霊主】,0,0,5be60c12845d369639c9051bae3ba3fa550e44dbf4caf7d81241da8a8cceb5f2,75ee790b3cf017dd0fb883630f12fece01545f6d653889f92992d743ce0bf90e,,,QTE-L012,
ミニオン：【苗木植えの精霊】,2,0,48f54a2af58c63c6155849b119f80ca89a626b46eebb456c0ab580cefd8a7c27,75ee790b3cf017dd0fb883630f12fece01545f6d653889f92992d743ce0bf90e,1,1,QTE-0156,
ミニオン：【地砕きの突撃兵】,3,0,4b945ddcd9b2c0f0aedff65a203b267fd1215f21f574647427eec5956708a337,75ee790b3cf017dd0fb883630f12fece01545f6d653889f92992d743ce0bf90e,3,1,QTE-0155,
ミニオン：【大地の狂戦士】,4,0,aeb32c672a2383601b3894d6604b187f7398c9562738f99148ebec7eeb5d7abf,75ee790b3cf017dd0fb883630f12fece01545f6d653889f92992d743ce0bf90e,3,1,QTE-0143,
ミニオン：【連撃の巨岩】,6,0,a28bb5c2df96456872eb41d1a8ddabd53e844839665893d1d8be8a398ebbe1eb,75ee790b3cf017dd0fb883630f12fece01545f6d653889f92992d743ce0bf90e,3,8,QTE-0017,
ミニオン：【安らぎのガーディアン】,10,0,272cabb944ce7da65fbeec34fb5fa6ef3dcff4791a7fbf383b11db353d8381e3,75ee790b3cf017dd0fb883630f12fece01545f6d653889f92992d743ce0bf90e,4,4,QTE-0152,
ミニオン：【天変地異のタイタン】,10,0,947ae3103bfedcecd6dfcbf3feb65688fc317f79d7abfd9895fbd0eb67488ed0,75ee790b3cf017dd0fb883630f12fece01545f6d653889f92992d743ce0bf90e,7,7,QTE-0145,
ミニオン：【無尽蔵の巨神】,10,0,10d340ebc011f376682ef0e6ccc6d0f2b4add9b1ad19aab115e780c886495228,75ee790b3cf017dd0fb883630f12fece01545f6d653889f92992d743ce0bf90e,0,6,QTE-0008,
ミニオン：【不動の絶対神 ガイア】,14,0,5ee5555f141b70414d19390c386ffdd53d05f2e37c39b2032a986eeaded878ab,75ee790b3cf017dd0fb883630f12fece01545f6d653889f92992d743ce0bf90e,10,10,QTE-0150,台帳名「不動の絶対神ガイア」(表記ゆれ)
ミニオン：【疾風怒濤のベヒーモス】,15,0,96e3d713a03149483d9b7793ece9fb1d8873ac5cb33f53225aa45811ac03ddd4,75ee790b3cf017dd0fb883630f12fece01545f6d653889f92992d743ce0bf90e,6,8,QTE-0144,
スペル：【大地の開眼】,1,0,7276d0c7baed69d67286eb88461637c8738dde9e6bfb0fd43e55a91a6061baa6,75ee790b3cf017dd0fb883630f12fece01545f6d653889f92992d743ce0bf90e,,,QTE-0149,
スペル：【ガイア・リソース】,4,0,54d32a950298fad76126e57f3250663b3a90502394ba2f6aff05face75421653,75ee790b3cf017dd0fb883630f12fece01545f6d653889f92992d743ce0bf90e,,,QTE-0151,
スペル：【地脈の覚醒】,2,0,99b174c7adbba20bbee8d510b80a0bac6d3476e6fc52033e95766868f1c0f3cc,75ee790b3cf017dd0fb883630f12fece01545f6d653889f92992d743ce0bf90e,,,QTE-0015,
ウェポン：【地響きの槌】,5,0,ab2759dcd981a5a35fb655faef80e13f5b4c5fc810e19d05baaa087e07ed9b73,75ee790b3cf017dd0fb883630f12fece01545f6d653889f92992d743ce0bf90e,2,,QTE-0009,
